CC1.8.Chr01_46375409	CC1.8.Chr01	46375410	46375509	100.000	0	0	100	5.97e-46
CC1.8.Chr01_11456984	CC1.8.Chr01	11456985	11457084	100.000	0	0	100	5.97e-46
CC1.8.Chr10_971171	CC1.8.Chr10	971172	971271	100.000	0	0	100	5.97e-46
CC1.8.Chr10_49044635	CC1.8.Chr10	49044636	49044735	100.000	0	0	100	5.97e-46
CC1.8.Chr11_27669803	CC1.8.Chr11	27669804	27669903	100.000	0	0	100	5.97e-46
CC1.8.Chr02_18663118	CC1.8.Chr02	18663119	18663218	100.000	0	0	100	5.97e-46
CC1.8.Chr02_42304415	CC1.8.Chr02	42304416	42304515	100.000	0	0	100	5.97e-46
CC1.8.Chr02_65707673	CC1.8.Chr02	65707674	65707773	100.000	0	0	100	5.97e-46
CC1.8.Chr02_7853957	CC1.8.Chr02	7853958	7854057	100.000	0	0	100	5.97e-46
CC1.8.Chr03_10640170	CC1.8.Chr03	10640171	10640270	100.000	0	0	100	5.97e-46
CC1.8.Chr03_8404246	CC1.8.Chr03	8404247	8404346	100.000	0	0	100	5.97e-46
CC1.8.Chr04_12525327	CC1.8.Chr04	12525328	12525427	100.000	0	0	100	5.97e-46
CC1.8.Chr05_36370469	CC1.8.Chr05	36370470	36370569	100.000	0	0	100	5.97e-46
CC1.8.Chr05_45778230	CC1.8.Chr05	45778231	45778330	100.000	0	0	100	5.97e-46
CC1.8.Chr06_4522367	CC1.8.Chr06	4522368	4522467	100.000	0	0	100	5.97e-46
CC1.8.Chr07_11099949	CC1.8.Chr07	11099950	11100049	100.000	0	0	100	5.97e-46
CC1.8.Chr08_1425103	CC1.8.Chr08	1425104	1425203	100.000	0	0	100	5.97e-46
CC1.8.Chr08_48902083	CC1.8.Chr08	48902084	48902183	100.000	0	0	100	5.97e-46
CC1.8.Chr06_13638519	CC1.8.Chr06	13638520	13638619	100.000	0	0	100	5.97e-46
CC1.8.Chr04_19788397	CC1.8.Chr04	19788398	19788497	100.000	0	0	100	5.97e-46
CC1.8.Chr02_10009453	CC1.8.Chr02	10009454	10009553	100.000	0	0	100	5.97e-46
CC1.8.Chr04_19876268	CC1.8.Chr04	19876269	19876368	100.000	0	0	100	5.97e-46
CC1.8.Chr06_10631140	CC1.8.Chr06	10631141	10631240	100.000	0	0	100	5.97e-46
CC1.8.Chr02_7066339	CC1.8.Chr02	7066340	7066439	100.000	0	0	100	5.97e-46
CC1.8.Chr07_3125057	CC1.8.Chr07	3125058	3125157	100.000	0	0	100	5.97e-46
CC1.8.Chr03_31820513	CC1.8.Chr03	31820514	31820613	100.000	0	0	100	5.97e-46
CC1.8.Chr03_31820513	CC1.8.Chr03	31822692	31822791	94.000	0	6	100	6.05e-36
CC1.8.Chr07_8503441	CC1.8.Chr07	8503442	8503541	100.000	0	0	100	5.97e-46
CC1.8.Chr11_17089491	CC1.8.Chr11	17089492	17089591	100.000	0	0	100	5.97e-46
CC1.8.Chr02_69444666	CC1.8.Chr02	69444667	69444766	100.000	0	0	100	5.97e-46
CC1.8.Chr01_40339389	CC1.8.Chr01	40339390	40339489	100.000	0	0	100	5.97e-46
CC1.8.Chr06_14770605	CC1.8.Chr06	14770606	14770705	100.000	0	0	100	5.97e-46
