CC1.8.Chr01_46375409	CC1.8.Chr01	46375309	46375408	100.000	0	0	100	5.97e-46
CC1.8.Chr01_11456984	CC1.8.Chr01	11456884	11456983	100.000	0	0	100	5.97e-46
CC1.8.Chr10_971171	CC1.8.Chr10	971071	971170	100.000	0	0	100	5.97e-46
CC1.8.Chr10_49044635	CC1.8.Chr10	49044535	49044634	100.000	0	0	100	5.97e-46
CC1.8.Chr11_27669803	CC1.8.Chr11	27669703	27669802	100.000	0	0	100	5.97e-46
CC1.8.Chr02_18663118	CC1.8.Chr02	18663018	18663117	100.000	0	0	100	5.97e-46
CC1.8.Chr02_42304415	CC1.8.Chr02	42304315	42304414	100.000	0	0	100	5.97e-46
CC1.8.Chr02_65707673	CC1.8.Chr02	65707573	65707672	100.000	0	0	100	5.97e-46
CC1.8.Chr02_7853957	CC1.8.Chr02	7853857	7853956	100.000	0	0	100	5.97e-46
CC1.8.Chr03_10640170	CC1.8.Chr03	10640070	10640169	100.000	0	0	100	5.97e-46
CC1.8.Chr03_8404246	CC1.8.Chr03	8404146	8404245	100.000	0	0	100	5.97e-46
CC1.8.Chr04_12525327	CC1.8.Chr04	12525227	12525326	100.000	0	0	100	5.97e-46
CC1.8.Chr05_36370469	CC1.8.Chr05	36370369	36370468	100.000	0	0	100	5.97e-46
CC1.8.Chr05_45778230	CC1.8.Chr05	45778130	45778229	100.000	0	0	100	5.97e-46
CC1.8.Chr06_4522367	CC1.8.Chr06	4522267	4522366	100.000	0	0	100	5.97e-46
CC1.8.Chr07_11099949	CC1.8.Chr07	11099849	11099948	100.000	0	0	100	5.97e-46
CC1.8.Chr08_1425103	CC1.8.Chr08	1425003	1425102	100.000	0	0	100	5.97e-46
CC1.8.Chr08_48902083	CC1.8.Chr08	48901983	48902082	100.000	0	0	100	5.97e-46
CC1.8.Chr06_13638519	CC1.8.Chr06	13638419	13638518	100.000	0	0	100	5.97e-46
CC1.8.Chr04_19788397	CC1.8.Chr04	19788297	19788396	100.000	0	0	100	5.97e-46
CC1.8.Chr02_10009453	CC1.8.Chr02	10009353	10009452	100.000	0	0	100	5.97e-46
CC1.8.Chr04_19876268	CC1.8.Chr04	19876168	19876267	100.000	0	0	100	5.97e-46
CC1.8.Chr06_10631140	CC1.8.Chr06	10631040	10631139	100.000	0	0	100	5.97e-46
CC1.8.Chr02_7066339	CC1.8.Chr02	7066239	7066338	100.000	0	0	100	5.97e-46
CC1.8.Chr07_3125057	CC1.8.Chr07	3124957	3125056	100.000	0	0	100	5.97e-46
CC1.8.Chr03_31820513	CC1.8.Chr03	31820413	31820512	100.000	0	0	100	5.97e-46
CC1.8.Chr07_8503441	CC1.8.Chr07	8503341	8503440	100.000	0	0	100	5.97e-46
CC1.8.Chr11_17089491	CC1.8.Chr11	17089391	17089490	100.000	0	0	100	5.97e-46
CC1.8.Chr02_69444666	CC1.8.Chr02	69444566	69444665	100.000	0	0	100	5.97e-46
CC1.8.Chr01_40339389	CC1.8.Chr01	40339289	40339388	100.000	0	0	100	5.97e-46
CC1.8.Chr06_14770605	CC1.8.Chr06	14770505	14770604	100.000	0	0	100	5.97e-46
CC1.8.Chr06_14770605	CC1.8.Chr06	63087392	63087491	100.000	0	0	100	5.97e-46
CC1.8.Chr04_20064391	CC1.8.Chr04	20064291	20064390	100.000	0	0	100	5.97e-46
CC1.8.Chr07_12737037	CC1.8.Chr07	12736937	12737036	100.000	0	0	100	5.97e-46
CC1.8.Chr04_20458327	CC1.8.Chr04	20458227	20458326	100.000	0	0	100	5.97e-46
CC1.8.Chr09_37134929	CC1.8.Chr09	37134829	37134928	100.000	0	0	100	5.97e-46
CC1.8.Chr04_42869619	CC1.8.Chr04	42869519	42869618	100.000	0	0	100	5.97e-46
CC1.8.Chr04_12840923	CC1.8.Chr04	12840823	12840922	100.000	0	0	100	5.97e-46
CC1.8.Chr10_44971747	CC1.8.Chr10	44971647	44971746	100.000	0	0	100	5.97e-46
CC1.8.Chr01_50501815	CC1.8.Chr01	50501715	50501814	100.000	0	0	100	5.97e-46
CC1.8.Chr02_16300681	CC1.8.Chr02	16300581	16300680	100.000	0	0	100	5.97e-46
CC1.8.Chr01_49784450	CC1.8.Chr01	49784350	49784449	100.000	0	0	100	5.97e-46
CC1.8.Chr06_51098017	CC1.8.Chr06	51097917	51098016	100.000	0	0	100	5.97e-46
CC1.8.Chr06_51098017	CC1.8.Chr09	729158	729059	96.000	0	4	100	2.80e-39
CC1.8.Chr04_46928671	CC1.8.Chr04	46928571	46928670	100.000	0	0	100	5.97e-46
CC1.8.Chr05_23663494	CC1.8.Chr05	23663394	23663493	100.000	0	0	100	5.97e-46
CC1.8.Chr06_4946576	CC1.8.Chr06	4946476	4946575	100.000	0	0	100	5.97e-46
CC1.8.Chr02_71123742	CC1.8.Chr02	71123642	71123741	100.000	0	0	100	5.97e-46
CC1.8.Chr09_3786209	CC1.8.Chr09	3786109	3786208	100.000	0	0	100	5.97e-46
CC1.8.Chr07_6484982	CC1.8.Chr07	6484882	6484981	100.000	0	0	100	5.97e-46
CC1.8.Chr04_37093851	CC1.8.Chr04	37093751	37093850	100.000	0	0	100	5.97e-46
CC1.8.Chr04_37093851	CC1.8.Chr03	38113717	38113618	97.000	0	3	100	6.01e-41
CC1.8.Chr04_37093851	CC1.8.Chr03	38121371	38121272	97.000	0	3	100	6.01e-41
CC1.8.Chr04_37093851	CC1.8.Chr03	40025620	40025522	91.919	0	8	99	4.71e-32
CC1.8.Chr04_37093851	CC1.8.Chr06	61880705	61880804	96.000	0	4	100	2.80e-39
CC1.8.Chr04_37093851	CC1.8.Chr02	29580881	29580958	92.308	0	6	78	1.03e-23
CC1.8.Chr03_7589932	CC1.8.Chr03	7589832	7589931	100.000	0	0	100	5.97e-46
CC1.8.Chr03_7589932	CC1.8.Chr03	11596492	11596591	98.000	0	2	100	1.29e-42
CC1.8.Chr03_7589932	CC1.8.Chr08	5272170	5272071	95.000	0	5	100	1.30e-37
CC1.8.Chr03_7589932	CC1.8.Chr10	10338080	10338179	94.000	0	6	100	6.05e-36
CC1.8.Chr03_7589932	CC1.8.Chr05	4729203	4729104	94.000	0	6	100	6.05e-36
CC1.8.Chr02_34725117	CC1.8.Chr02	34725017	34725116	100.000	0	0	100	5.97e-46
CC1.8.Chr05_15273467	CC1.8.Chr05	15273367	15273466	100.000	0	0	100	5.97e-46
CC1.8.Chr11_35672628	CC1.8.Chr11	35672528	35672627	100.000	0	0	100	5.97e-46
CC1.8.Chr06_63303138	CC1.8.Chr06	63303038	63303137	100.000	0	0	100	5.97e-46
CC1.8.Chr07_10596814	CC1.8.Chr07	10596714	10596813	100.000	0	0	100	5.97e-46
CC1.8.Chr01_25280472	CC1.8.Chr01	25280372	25280471	100.000	0	0	100	5.97e-46
CC1.8.Chr05_41462159	CC1.8.Chr05	41462059	41462158	100.000	0	0	100	5.97e-46
CC1.8.Chr07_41492752	CC1.8.Chr07	41492652	41492751	100.000	0	0	100	5.97e-46
CC1.8.Chr07_41492752	CC1.8.Chr07	24388413	24388314	94.000	0	6	100	6.05e-36
CC1.8.Chr01_39999995	CC1.8.Chr01	39999895	39999994	100.000	0	0	100	5.97e-46
CC1.8.Chr02_23700142	CC1.8.Chr02	23700042	23700141	100.000	0	0	100	5.97e-46
CC1.8.Chr10_5766146	CC1.8.Chr10	5766046	5766145	100.000	0	0	100	5.97e-46
CC1.8.Chr10_5766146	CC1.8.Chr10	5833360	5833459	100.000	0	0	100	5.97e-46
